topic,successors,antecedents
56_24,"['57_15', '57_1', '57_12']","['55_21', '55_9', '55_36']"
56_25,"['57_6', '57_2', '57_9']","['55_23', '55_11', '55_15']"
56_26,"['57_13', '57_1', '57_21']","['55_14', '55_21', '55_36']"
56_27,"['57_16', '57_5', '57_21']","['55_34', '55_36', '55_15']"
56_28,"['57_20', '57_1', '57_3']","['55_32', '55_21', '55_17']"
56_29,"['57_21', '57_16', '57_6']","['55_36', '55_34', '55_14']"
56_30,"['57_4', '57_0', '57_2']","['55_33', '55_24', '55_2']"
56_31,"['57_13', '57_1', '57_16']","['55_14', '55_6', '55_21']"
57_0,"['58_0', '58_19', '58_26']","['56_17', '56_21', '56_30']"
57_1,"['58_7', '58_22', '58_6']","['56_7', '56_21', '56_19']"
57_2,"['58_9', '58_20', '58_6']","['56_1', '56_0', '56_14']"
57_3,"['58_3', '58_7', '58_22']","['56_4', '56_7', '56_21']"
57_4,"['58_17', '58_7', '58_8']","['56_2', '56_30', '56_7']"
57_5,"['58_1', '58_19', '58_4']","['56_14', '56_13', '56_0']"
57_6,"['58_4', '58_2', '58_1']","['56_5', '56_11', '56_13']"
57_7,"['58_5', '58_22', '58_15']","['56_16', '56_10', '56_21']"
57_8,"['58_25', '58_12', '58_5']","['56_6', '56_20', '56_2']"
57_9,"['58_10', '58_4', '58_2']","['56_11', '56_13', '56_5']"
57_10,"['58_8', '58_7', '58_6']","['56_9', '56_7', '56_19']"
57_11,"['58_13', '58_11', '58_19']","['56_3', '56_18', '56_0']"
57_12,"['58_15', '58_3', '58_5']","['56_10', '56_4', '56_16']"
57_13,"['58_27', '58_28', '58_22']","['56_31', '56_26', '56_8']"
57_14,"['58_11', '58_19', '58_13']","['56_18', '56_3', '56_5']"
57_15,"['58_23', '58_22', '58_15']","['56_24', '56_19', '56_10']"
57_16,"['58_6', '58_1', '58_23']","['56_27', '56_19', '56_13']"
57_17,"['58_18', '58_2', '58_14']","['56_12', '56_23', '56_22']"
57_18,"['58_14', '58_18', '58_4']","['56_15', '56_23', '56_12']"
57_19,"['58_19', '58_1', '58_11']","['56_0', '56_1', '56_3']"
57_20,"['58_21', '58_22', '58_7']","['56_28', '56_21', '56_7']"
57_21,"['58_12', '58_2', '58_23']","['56_29', '56_19', '56_27']"
57_22,"['58_24', '58_2', '58_4']","['56_22', '56_23', '56_5']"
58_0,"['59_7', '59_9', '59_25']","['57_0', '57_5', '57_19']"
58_1,"['59_1', '59_9', '59_14']","['57_5', '57_19', '57_2']"
58_2,"['59_0', '59_2', '59_13']","['57_22', '57_5', '57_6']"
58_3,"['59_8', '59_15', '59_34']","['57_3', '57_1', '57_12']"
58_4,"['59_2', '59_26', '59_0']","['57_6', '57_5', '57_9']"
58_5,"['59_4', '59_15', '59_17']","['57_7', '57_12', '57_1']"
58_6,"['59_28', '59_12', '59_18']","['57_16', '57_2', '57_1']"
58_7,"['59_31', '59_15', '59_28']","['57_1', '57_3', '57_4']"
58_8,"['59_5', '59_37', '59_31']","['57_10', '57_1', '57_16']"
58_9,"['59_18', '59_24', '59_12']","['57_2', '57_5', '57_19']"
58_10,"['59_11', '59_2', '59_26']","['57_9', '57_6', '57_5']"
58_11,"['59_19', '59_9', '59_3']","['57_14', '57_11', '57_19']"
58_12,"['59_6', '59_23', '59_15']","['57_21', '57_13', '57_1']"
58_13,"['59_3', '59_19', '59_9']","['57_11', '57_14', '57_19']"
58_14,"['59_20', '59_2', '59_29']","['57_18', '57_6', '57_17']"
58_15,"['59_17', '59_34', '59_4']","['57_12', '57_3', '57_7']"
58_16,"['59_10', '59_14', '59_16']","['57_13', '57_19', '57_5']"
58_17,"['59_22', '59_25', '59_37']","['57_4', '57_1', '57_11']"
58_18,"['59_29', '59_0', '59_13']","['57_17', '57_22', '57_6']"
58_19,"['59_9', '59_19', '59_3']","['57_19', '57_5', '57_14']"
58_20,"['59_24', '59_18', '59_9']","['57_2', '57_16', '57_19']"
58_21,"['59_27', '59_15', '59_8']","['57_20', '57_1', '57_3']"
58_22,"['59_15', '59_4', '59_7']","['57_1', '57_3', '57_13']"
58_23,"['59_33', '59_0', '59_15']","['57_1', '57_16', '57_10']"
58_24,"['59_13', '59_0', '59_2']","['57_22', '57_5', '57_6']"
58_25,"['59_15', '59_23', '59_6']","['57_8', '57_1', '57_13']"
58_26,"['59_16', '59_35', '59_7']","['57_0', '57_13', '57_5']"
58_27,"['59_16', '59_23', '59_15']","['57_13', '57_1', '57_3']"
58_28,"['59_23', '59_16', '59_28']","['57_13', '57_1', '57_16']"
58_29,"['59_32', '59_1', '59_31']","['57_5', '57_16', '57_1']"
59_0,"['60_0', '60_1', '60_2']","['58_2', '58_24', '58_4']"
59_1,"['60_2', '60_5', '60_6']","['58_1', '58_19', '58_9']"
59_2,"['60_1', '60_0', '60_17']","['58_4', '58_2', '58_10']"
59_3,"['60_25', '60_31', '60_4']","['58_13', '58_11', '58_19']"
59_4,"['60_11', '60_21', '60_29']","['58_5', '58_22', '58_15']"
59_5,"['60_9', '60_35', '60_32']","['58_8', '58_7', '58_6']"
59_6,"['60_15', '60_22', '60_21']","['58_12', '58_23', '58_25']"
59_7,"['60_18', '60_29', '60_3']","['58_0', '58_22', '58_19']"
59_8,"['60_10', '60_29', '60_21']","['58_3', '58_7', '58_22']"
59_9,"['60_33', '60_4', '60_5']","['58_19', '58_11', '58_1']"
59_10,"['60_13', '60_6', '60_8']","['58_16', '58_27', '58_26']"
59_11,"['60_17', '60_1', '60_28']","['58_10', '58_4', '58_2']"
59_12,"['60_3', '60_5', '60_12']","['58_6', '58_9', '58_1']"
59_13,"['60_20', '60_1', '60_0']","['58_24', '58_2', '58_4']"
59_14,"['60_6', '60_1', '60_2']","['58_1', '58_4', '58_19']"
59_15,"['60_29', '60_10', '60_21']","['58_22', '58_7', '58_3']"
59_16,"['60_8', '60_21', '60_29']","['58_27', '58_26', '58_28']"
59_17,"['60_34', '60_21', '60_30']","['58_15', '58_3', '58_5']"
59_18,"['60_5', '60_12', '60_3']","['58_9', '58_20', '58_6']"
59_19,"['60_4', '60_33', '60_25']","['58_11', '58_19', '58_13']"
59_20,"['60_19', '60_1', '60_16']","['58_14', '58_4', '58_18']"
59_21,"['60_23', '60_33', '60_1']","['58_19', '58_1', '58_2']"
59_22,"['60_24', '60_35', '60_25']","['58_17', '58_7', '58_13']"
59_23,"['60_8', '60_22', '60_29']","['58_28', '58_27', '58_6']"
59_24,"['60_5', '60_12', '60_3']","['58_20', '58_9', '58_6']"
59_25,"['60_5', '60_3', '60_24']","['58_17', '58_9', '58_19']"
59_26,"['60_7', '60_1', '60_17']","['58_4', '58_19', '58_10']"
59_27,"['60_26', '60_29', '60_10']","['58_21', '58_22', '58_7']"
59_28,"['60_12', '60_5', '60_3']","['58_6', '58_7', '58_8']"
59_29,"['60_16', '60_20', '60_1']","['58_18', '58_24', '58_2']"
59_30,"['60_28', '60_17', '60_1']","['58_10', '58_4', '58_2']"
59_31,"['60_10', '60_35', '60_24']","['58_7', '58_8', '58_6']"
59_32,"['60_9', '60_1', '60_6']","['58_29', '58_7', '58_6']"
59_33,"['60_21', '60_1', '60_29']","['58_19', '58_11', '58_23']"
59_34,"['60_30', '60_10', '60_21']","['58_3', '58_15', '58_5']"
59_35,"['60_12', '60_5', '60_3']","['58_9', '58_6', '58_20']"
59_36,"['60_1', '60_23', '60_2']","['58_2', '58_1', '58_10']"
59_37,"['60_35', '60_24', '60_9']","['58_8', '58_7', '58_17']"
60_0,"['61_6', '61_1', '61_24']","['59_0', '59_2', '59_13']"
60_1,"['61_1', '61_6', '61_8']","['59_2', '59_0', '59_26']"
60_2,"['61_11', '61_26', '61_10']","['59_1', '59_9', '59_14']"
60_3,"['61_2', '61_19', '61_30']","['59_12', '59_18', '59_25']"
60_4,"['61_0', '61_22', '61_4']","['59_19', '59_9', '59_3']"
60_5,"['61_19', '61_30', '61_2']","['59_18', '59_25', '59_12']"
60_6,"['61_10', '61_11', '61_1']","['59_14', '59_1', '59_2']"
60_7,"['61_7', '61_14', '61_1']","['59_26', '59_9', '59_2']"
60_8,"['61_17', '61_27', '61_16']","['59_16', '59_23', '59_15']"
60_9,"['61_9', '61_4', '61_2']","['59_5', '59_37', '59_31']"
60_10,"['61_21', '61_32', '61_16']","['59_8', '59_31', '59_15']"
60_11,"['61_25', '61_16', '61_5']","['59_4', '59_15', '59_17']"
60_12,"['61_2', '61_31', '61_19']","['59_35', '59_28', '59_12']"
60_13,"['61_17', '61_27', '61_10']","['59_10', '59_14', '59_16']"
60_14,"['61_15', '61_16', '61_27']","['59_15', '59_20', '59_23']"
60_15,"['61_12', '61_27', '61_16']","['59_6', '59_23', '59_4']"
60_16,"['61_18', '61_29', '61_6']","['59_29', '59_13', '59_0']"
60_17,"['61_8', '61_1', '61_14']","['59_11', '59_2', '59_30']"
60_18,"['61_13', '61_16', '61_2']","['59_7', '59_25', '59_9']"
60_19,"['61_28', '61_29', '61_1']","['59_20', '59_2', '59_13']"
60_20,"['61_24', '61_6', '61_1']","['59_13', '59_0', '59_2']"
60_21,"['61_5', '61_16', '61_3']","['59_33', '59_17', '59_15']"
60_22,"['61_12', '61_27', '61_16']","['59_6', '59_23', '59_28']"
60_23,"['61_26', '61_22', '61_6']","['59_21', '59_9', '59_36']"
60_24,"['61_4', '61_30', '61_16']","['59_22', '59_25', '59_37']"
60_25,"['61_4', '61_0', '61_22']","['59_3', '59_22', '59_19']"
60_26,"['61_23', '61_16', '61_21']","['59_27', '59_15', '59_8']"
60_27,"['61_20', '61_27', '61_17']","['59_16', '59_36', '59_2']"
60_28,"['61_8', '61_7', '61_1']","['59_30', '59_11', '59_2']"
60_29,"['61_16', '61_13', '61_21']","['59_15', '59_7', '59_8']"
60_30,"['61_5', '61_21', '61_3']","['59_34', '59_17', '59_8']"
60_31,"['61_4', '61_22', '61_30']","['59_3', '59_9', '59_25']"
60_32,"['61_9', '61_16', '61_2']","['59_5', '59_31', '59_28']"
60_33,"['61_22', '61_26', '61_0']","['59_9', '59_19', '59_3']"
60_34,"['61_5', '61_25', '61_6']","['59_17', '59_4', '59_34']"
60_35,"['61_4', '61_9', '61_16']","['59_37', '59_5', '59_31']"
61_0,"['62_0', '62_3', '62_4']","['60_4', '60_33', '60_6']"
61_1,"['62_1', '62_7', '62_8']","['60_1', '60_6', '60_0']"
61_2,"['62_6', '62_4', '62_3']","['60_3', '60_12', '60_5']"
61_3,"['62_5', '62_10', '62_8']","['60_21', '60_1', '60_10']"
61_4,"['62_2', '62_28', '62_6']","['60_24', '60_25', '60_35']"
61_5,"['62_25', '62_26', '62_5']","['60_30', '60_34', '60_21']"
61_6,"['62_7', '62_4', '62_1']","['60_0', '60_1', '60_2']"
61_7,"['62_9', '62_10', '62_3']","['60_7', '60_33', '60_1']"
61_8,"['62_8', '62_1', '62_7']","['60_17', '60_1', '60_28']"
61_9,"['62_13', '62_2', '62_12']","['60_9', '60_35', '60_32']"
61_10,"['62_4', '62_1', '62_0']","['60_6', '60_1', '60_2']"
61_11,"['62_4', '62_3', '62_6']","['60_2', '60_5', '60_6']"
61_12,"['62_14', '62_18', '62_2']","['60_22', '60_15', '60_21']"
61_13,"['62_11', '62_6', '62_2']","['60_18', '60_29', '60_12']"
61_14,"['62_10', '62_3', '62_9']","['60_7', '60_5', '60_17']"
61_15,"['62_15', '62_2', '62_27']","['60_14', '60_21', '60_29']"
61_16,"['62_2', '62_12', '62_11']","['60_29', '60_10', '60_21']"
61_17,"['62_19', '62_2', '62_15']","['60_8', '60_12', '60_13']"
61_18,"['62_21', '62_23', '62_22']","['60_16', '60_1', '60_19']"
61_19,"['62_3', '62_6', '62_24']","['60_5', '60_12', '60_3']"
61_20,"['62_15', '62_19', '62_14']","['60_27', '60_8', '60_1']"
61_21,"['62_12', '62_2', '62_10']","['60_10', '60_29', '60_21']"
61_22,"['62_3', '62_0', '62_4']","['60_33', '60_4', '60_5']"
61_23,"['62_17', '62_2', '62_12']","['60_26', '60_29', '60_10']"
61_24,"['62_20', '62_7', '62_23']","['60_20', '60_1', '60_0']"
61_25,"['62_16', '62_2', '62_14']","['60_11', '60_21', '60_29']"
61_26,"['62_4', '62_3', '62_0']","['60_33', '60_2', '60_23']"
61_27,"['62_14', '62_2', '62_15']","['60_8', '60_6', '60_1']"
61_28,"['62_27', '62_23', '62_22']","['60_19', '60_1', '60_16']"
61_29,"['62_22', '62_23', '62_21']","['60_16', '60_19', '60_21']"
61_30,"['62_6', '62_3', '62_11']","['60_5', '60_3', '60_24']"
61_31,"['62_24', '62_6', '62_3']","['60_12', '60_5', '60_3']"
61_32,"['62_12', '62_2', '62_13']","['60_10', '60_9', '60_12']"
62_0,"['63_0', '63_19', '63_26']","['61_0', '61_22', '61_10']"
62_1,"['63_6', '63_18', '63_8']","['61_1', '61_6', '61_8']"
62_2,"['63_2', '63_4', '63_13']","['61_16', '61_4', '61_21']"
62_3,"['63_1', '63_12', '63_19']","['61_22', '61_19', '61_11']"
62_4,"['63_15', '63_27', '63_1']","['61_11', '61_26', '61_22']"
62_5,"['63_28', '63_12', '63_8']","['61_3', '61_14', '61_8']"
62_6,"['63_3', '63_25', '63_1']","['61_2', '61_19', '61_30']"
62_7,"['63_18', '63_6', '63_27']","['61_6', '61_1', '61_24']"
62_8,"['63_8', '63_6', '63_28']","['61_8', '61_1', '61_6']"
62_9,"['63_17', '63_28', '63_12']","['61_7', '61_14', '61_1']"
62_10,"['63_28', '63_17', '63_1']","['61_14', '61_7', '61_3']"
62_11,"['63_14', '63_3', '63_4']","['61_13', '61_16', '61_2']"
62_12,"['63_13', '63_22', '63_4']","['61_21', '61_32', '61_16']"
62_13,"['63_10', '63_22', '63_2']","['61_9', '61_32', '61_4']"
62_14,"['63_5', '63_25', '63_4']","['61_12', '61_27', '61_16']"
62_15,"['63_5', '63_28', '63_3']","['61_20', '61_27', '61_17']"
62_16,"['63_11', '63_4', '63_16']","['61_25', '61_16', '61_5']"
62_17,"['63_20', '63_4', '63_13']","['61_23', '61_16', '61_21']"
62_18,"['63_5', '63_25', '63_4']","['61_12', '61_27', '61_17']"
62_19,"['63_4', '63_5', '63_28']","['61_17', '61_27', '61_16']"
62_20,"['63_9', '63_18', '63_6']","['61_24', '61_6', '61_1']"
62_21,"['63_30', '63_18', '63_24']","['61_18', '61_29', '61_6']"
62_22,"['63_29', '63_30', '63_24']","['61_29', '61_18', '61_24']"
62_23,"['63_18', '63_24', '63_30']","['61_28', '61_18', '61_29']"
62_24,"['63_3', '63_1', '63_14']","['61_31', '61_19', '61_2']"
62_25,"['63_21', '63_13', '63_16']","['61_5', '61_21', '61_3']"
62_26,"['63_16', '63_21', '63_11']","['61_5', '61_25', '61_16']"
62_27,"['63_24', '63_29', '63_30']","['61_28', '61_29', '61_18']"
62_28,"['63_7', '63_2', '63_0']","['61_4', '61_0', '61_22']"
63_0,"['64_0', '64_19', '64_4']","['62_0', '62_3', '62_4']"
63_1,"['64_3', '64_4', '64_19']","['62_3', '62_4', '62_24']"
63_2,"['64_13', '64_8', '64_9']","['62_2', '62_28', '62_12']"
63_3,"['64_15', '64_8', '64_3']","['62_6', '62_24', '62_3']"
63_4,"['64_12', '64_14', '64_13']","['62_2', '62_12', '62_14']"
63_5,"['64_14', '64_22', '64_24']","['62_18', '62_14', '62_19']"
63_6,"['64_1', '64_27', '64_26']","['62_1', '62_8', '62_7']"
63_7,"['64_9', '64_0', '64_8']","['62_28', '62_0', '62_2']"
63_8,"['64_1', '64_26', '64_27']","['62_8', '62_1', '62_7']"
63_9,"['64_5', '64_0', '64_1']","['62_20', '62_0', '62_7']"
63_10,"['64_8', '64_24', '64_15']","['62_13', '62_6', '62_2']"
63_11,"['64_10', '64_12', '64_11']","['62_16', '62_2', '62_26']"
63_12,"['64_4', '64_3', '64_19']","['62_3', '62_0', '62_4']"
63_13,"['64_7', '64_12', '64_13']","['62_12', '62_2', '62_10']"
63_14,"['64_17', '64_27', '64_12']","['62_11', '62_6', '62_2']"
63_15,"['64_16', '64_26', '64_20']","['62_4', '62_3', '62_6']"
63_16,"['64_11', '64_10', '64_25']","['62_26', '62_16', '62_25']"
63_17,"['64_2', '64_1', '64_4']","['62_9', '62_10', '62_4']"
63_18,"['64_1', '64_26', '64_27']","['62_7', '62_1', '62_4']"
63_19,"['64_19', '64_0', '64_4']","['62_0', '62_3', '62_4']"
63_20,"['64_18', '64_12', '64_7']","['62_17', '62_2', '62_12']"
63_21,"['64_25', '64_7', '64_11']","['62_25', '62_12', '62_26']"
63_22,"['64_7', '64_8', '64_22']","['62_12', '62_2', '62_13']"
63_23,"['64_26', '64_1', '64_20']","['62_4', '62_6', '62_8']"
63_24,"['64_6', '64_21', '64_27']","['62_27', '62_23', '62_22']"
63_25,"['64_22', '64_14', '64_15']","['62_14', '62_6', '62_11']"
63_26,"['64_0', '64_26', '64_4']","['62_0', '62_4', '62_1']"
63_27,"['64_20', '64_26', '64_16']","['62_4', '62_6', '62_3']"
63_28,"['64_4', '64_1', '64_26']","['62_10', '62_5', '62_3']"
63_29,"['64_21', '64_14', '64_12']","['62_22', '62_27', '62_23']"
63_30,"['64_21', '64_1', '64_27']","['62_21', '62_22', '62_23']"
64_0,"['65_0', '65_4', '65_19']","['63_0', '63_19', '63_7']"
64_1,"['65_5', '65_15', '65_4']","['63_8', '63_6', '63_18']"
64_2,"['65_1', '65_4', '65_15']","['63_17', '63_28', '63_12']"
64_3,"['65_3', '65_4', '65_2']","['63_1', '63_12', '63_19']"
64_4,"['65_4', '65_3', '65_10']","['63_12', '63_1', '63_28']"
64_5,"['65_9', '65_0', '65_8']","['63_9', '63_18', '63_0']"
64_6,"['65_6', '65_17', '65_8']","['63_24', '63_5', '63_4']"
64_7,"['65_7', '65_23', '65_4']","['63_13', '63_22', '63_4']"
64_8,"['65_16', '65_14', '65_19']","['63_10', '63_2', '63_3']"
64_9,"['65_19', '65_0', '65_4']","['63_7', '63_2', '63_0']"
64_10,"['65_22', '65_23', '65_21']","['63_11', '63_4', '63_16']"
64_11,"['65_12', '65_7', '65_22']","['63_16', '63_21', '63_11']"
64_12,"['65_23', '65_22', '65_7']","['63_4', '63_2', '63_14']"
64_13,"['65_14', '65_23', '65_19']","['63_2', '63_4', '63_7']"
64_14,"['65_21', '65_25', '65_23']","['63_5', '63_4', '63_25']"
64_15,"['65_3', '65_2', '65_25']","['63_3', '63_25', '63_2']"
64_16,"['65_2', '65_3', '65_4']","['63_15', '63_27', '63_1']"
64_17,"['65_11', '65_23', '65_2']","['63_14', '63_3', '63_4']"
64_18,"['65_20', '65_23', '65_7']","['63_20', '63_4', '63_13']"
64_19,"['65_10', '65_3', '65_4']","['63_19', '63_1', '63_0']"
64_20,"['65_2', '65_4', '65_10']","['63_27', '63_15', '63_23']"
64_21,"['65_8', '65_9', '65_4']","['63_30', '63_29', '63_18']"
64_22,"['65_25', '65_4', '65_21']","['63_25', '63_3', '63_28']"
64_23,"['65_24', '65_4', '65_3']","['63_1', '63_12', '63_19']"
64_24,"['65_26', '65_13', '65_16']","['63_10', '63_5', '63_3']"
64_25,"['65_7', '65_12', '65_4']","['63_21', '63_13', '63_16']"
64_26,"['65_2', '65_4', '65_11']","['63_23', '63_27', '63_18']"
64_27,"['65_11', '65_5', '65_15']","['63_14', '63_6', '63_18']"
65_0,"['66_5', '66_7', '66_14']","['64_0', '64_19', '64_4']"
65_1,"['66_22', '66_17', '66_0']","['64_2', '64_4', '64_1']"
65_2,"['66_1', '66_11', '66_7']","['64_16', '64_20', '64_26']"
65_3,"['66_4', '66_11', '66_7']","['64_3', '64_4', '64_19']"
65_4,"['66_17', '66_7', '66_22']","['64_4', '64_3', '64_19']"
65_5,"['66_0', '66_13', '66_22']","['64_1', '64_27', '64_26']"
65_6,"['66_6', '66_2', '66_3']","['64_6', '64_14', '64_12']"
65_7,"['66_9', '66_17', '66_3']","['64_7', '64_25', '64_12']"
65_8,"['66_16', '66_0', '66_14']","['64_21', '64_5', '64_1']"
65_9,"['66_14', '66_5', '66_0']","['64_5', '64_0', '64_1']"
65_10,"['66_7', '66_18', '66_5']","['64_19', '64_4', '64_3']"
65_11,"['66_13', '66_11', '66_0']","['64_17', '64_27', '64_1']"
65_12,"['66_20', '66_3', '66_9']","['64_11', '64_10', '64_25']"
65_13,"['66_12', '66_8', '66_0']","['64_1', '64_24', '64_27']"
65_14,"['66_10', '66_9', '66_11']","['64_13', '64_8', '64_9']"
65_15,"['66_0', '66_22', '66_17']","['64_1', '64_26', '64_2']"
65_16,"['66_10', '66_11', '66_19']","['64_8', '64_15', '64_13']"
65_17,"['66_2', '66_6', '66_3']","['64_6', '64_14', '64_12']"
65_18,"['66_18', '66_7', '66_17']","['64_19', '64_7', '64_22']"
65_19,"['66_10', '66_5', '66_17']","['64_9', '64_8', '64_0']"
65_20,"['66_15', '66_3', '66_9']","['64_18', '64_12', '64_7']"
65_21,"['66_3', '66_19', '66_17']","['64_14', '64_12', '64_22']"
65_22,"['66_3', '66_9', '66_20']","['64_10', '64_12', '64_14']"
65_23,"['66_3', '66_9', '66_10']","['64_12', '64_17', '64_13']"
65_24,"['66_7', '66_5', '66_4']","['64_23', '64_4', '64_3']"
65_25,"['66_19', '66_11', '66_17']","['64_22', '64_14', '64_15']"
65_26,"['66_8', '66_12', '66_3']","['64_24', '64_14', '64_8']"
66_0,"['67_2', '67_9', '67_1']","['65_5', '65_15', '65_2']"
66_1,"['67_1', '67_4', '67_11']","['65_2', '65_3', '65_4']"
66_2,"['67_0', '67_3', '67_10']","['65_17', '65_6', '65_7']"
66_3,"['67_10', '67_5', '67_14']","['65_23', '65_21', '65_22']"
66_4,"['67_4', '67_11', '67_1']","['65_3', '65_2', '65_4']"
66_5,"['67_6', '67_8', '67_16']","['65_0', '65_4', '65_19']"
66_6,"['67_0', '67_10', '67_3']","['65_6', '65_17', '65_21']"
66_7,"['67_8', '67_19', '67_1']","['65_10', '65_18', '65_4']"
66_8,"['67_7', '67_10', '67_11']","['65_26', '65_13', '65_16']"
66_9,"['67_5', '67_10', '67_17']","['65_7', '65_23', '65_14']"
66_10,"['67_17', '67_18', '67_5']","['65_14', '65_16', '65_19']"
66_11,"['67_11', '67_4', '67_1']","['65_11', '65_3', '65_2']"
66_12,"['67_7', '67_18', '67_9']","['65_13', '65_26', '65_16']"
66_13,"['67_13', '67_1', '67_11']","['65_11', '65_2', '65_4']"
66_14,"['67_16', '67_6', '67_13']","['65_9', '65_0', '65_8']"
66_15,"['67_14', '67_10', '67_5']","['65_20', '65_23', '65_7']"
66_16,"['67_15', '67_16', '67_12']","['65_8', '65_9', '65_5']"
66_17,"['67_5', '67_8', '67_1']","['65_4', '65_7', '65_10']"
66_18,"['67_19', '67_8', '67_5']","['65_18', '65_10', '65_16']"
66_19,"['67_11', '67_4', '67_1']","['65_25', '65_2', '65_16']"
66_20,"['67_5', '67_10', '67_0']","['65_12', '65_22', '65_7']"
66_21,"['67_11', '67_4', '67_7']","['65_25', '65_26', '65_11']"
66_22,"['67_9', '67_1', '67_2']","['65_1', '65_4', '65_15']"
67_0,"['68_1', '68_9', '68_19']","['66_2', '66_6', '66_3']"
67_1,"['68_14', '68_0', '68_10']","['66_1', '66_11', '66_4']"
67_2,"['68_0', '68_14', '68_7']","['66_0', '66_13', '66_22']"
67_3,"['68_2', '68_9', '68_12']","['66_2', '66_8', '66_3']"
67_4,"['68_10', '68_14', '68_6']","['66_4', '66_11', '66_1']"
67_5,"['68_5', '68_4', '68_13']","['66_9', '66_3', '66_10']"
67_6,"['68_8', '68_18', '68_20']","['66_5', '66_7', '66_11']"
67_7,"['68_12', '68_6', '68_13']","['66_8', '66_12', '66_11']"
67_8,"['68_18', '68_8', '68_14']","['66_7', '66_5', '66_18']"
67_9,"['68_0', '68_14', '68_10']","['66_0', '66_22', '66_17']"
67_10,"['68_13', '68_4', '68_5']","['66_3', '66_9', '66_10']"
67_11,"['68_6', '68_10', '68_14']","['66_11', '66_4', '66_19']"
67_12,"['68_7', '68_0', '68_14']","['66_0', '66_1', '66_12']"
67_13,"['68_6', '68_0', '68_14']","['66_13', '66_11', '66_0']"
67_14,"['68_16', '68_13', '68_5']","['66_15', '66_3', '66_9']"
67_15,"['68_17', '68_0', '68_7']","['66_16', '66_0', '66_14']"
67_16,"['68_8', '68_0', '68_20']","['66_14', '66_5', '66_0']"
67_17,"['68_4', '68_20', '68_8']","['66_10', '66_11', '66_5']"
67_18,"['68_4', '68_3', '68_20']","['66_10', '66_11', '66_19']"
67_19,"['68_18', '68_4', '68_5']","['66_18', '66_7', '66_17']"
68_0,"['69_0', '69_3', '69_2']","['67_2', '67_9', '67_1']"
68_1,"['69_1', '69_0', '69_2']","['67_0', '67_10', '67_3']"
68_2,"['69_1', '69_0', '69_3']","['67_3', '67_0', '67_7']"
68_3,"['69_0', '69_1', '69_2']","['67_18', '67_17', '67_10']"
68_4,"['69_0', '69_1', '69_4']","['67_17', '67_5', '67_10']"
68_5,"['69_0', '69_1', '69_4']","['67_5', '67_10', '67_17']"
68_6,"['69_0', '69_3', '69_1']","['67_11', '67_13', '67_4']"
68_7,"['69_0', '69_3', '69_1']","['67_12', '67_1', '67_2']"
68_8,"['69_0', '69_3', '69_1']","['67_6', '67_8', '67_17']"
68_9,"['69_1', '69_0', '69_2']","['67_0', '67_3', '67_10']"
68_10,"['69_0', '69_1', '69_3']","['67_4', '67_11', '67_1']"
68_11,"['69_2', '69_4', '69_3']","['67_7', '67_0', '67_3']"
68_12,"['69_0', '69_3', '69_1']","['67_7', '67_10', '67_11']"
68_13,"['69_0', '69_1', '69_4']","['67_10', '67_5', '67_14']"
68_14,"['69_0', '69_1', '69_3']","['67_1', '67_8', '67_11']"
68_15,"['69_3', '69_4', '69_2']","['67_7', '67_12', '67_15']"
68_16,"['69_0', '69_4', '69_2']","['67_14', '67_10', '67_5']"
68_17,"['69_0', '69_4', '69_3']","['67_15', '67_2', '67_12']"
68_18,"['69_0', '69_1', '69_2']","['67_8', '67_6', '67_1']"
68_19,"['69_0', '69_4', '69_1']","['67_10', '67_0', '67_5']"
68_20,"['69_0', '69_1', '69_4']","['67_17', '67_18', '67_6']"
68_21,"['69_4', '69_2', '69_3']","['67_15', '67_7', '67_10']"
69_0,"['70_0', '70_3', '70_1']","['68_4', '68_0', '68_6']"
69_1,"['70_1', '70_0', '70_4']","['68_2', '68_9', '68_12']"
69_2,"['70_1', '70_4', '70_0']","['68_11', '68_21', '68_15']"
69_3,"['70_1', '70_4', '70_0']","['68_15', '68_12', '68_21']"
69_4,"['70_4', '70_1', '70_0']","['68_21', '68_11', '68_15']"
70_0,"['71_1', '71_3', '71_0']","['69_0', '69_1', '69_3']"
70_1,"['71_8', '71_10', '71_6']","['69_2', '69_4', '69_0']"
70_2,"['71_13', '71_5', '71_19']","['69_0', '69_3', '69_4']"
70_3,"['71_22', '71_3', '71_12']","['69_0', '69_4', '69_3']"
70_4,"['71_8', '71_6', '71_27']","['69_4', '69_2', '69_3']"
71_0,"['72_8', '72_0', '72_2']","['70_0', '70_2', '70_3']"
71_1,"['72_2', '72_1', '72_3']","['70_0', '70_3', '70_2']"
71_2,"['72_1', '72_2', '72_8']","['70_0', '70_2', '70_3']"
71_3,"['72_15', '72_3', '72_2']","['70_0', '70_3', '70_1']"
71_4,"['72_0', '72_26', '72_8']","['70_0', '70_3', '70_1']"
71_5,"['72_9', '72_22', '72_18']","['70_0', '70_2', '70_1']"
71_6,"['72_12', '72_31', '72_17']","['70_0', '70_4', '70_1']"
71_7,"['72_3', '72_2', '72_15']","['70_0', '70_3', '70_1']"
71_8,"['72_4', '72_9', '72_26']","['70_1', '70_0', '70_4']"
71_9,"['72_5', '72_17', '72_12']","['70_0', '70_1', '70_4']"
